"id","customer_id","address","province_code","province_name","ward_code","ward_name","type","status","_record_date"
ADDR_HIST_1000454,"1000454",Address 1000454,"14",Province 14,"454",Ward 454,HOME,1,2026-05-13
ADDR_HIST_1000455,"1000455",Address 1000455,"15",Province 15,"455",Ward 455,WORK,0,2026-05-13
ADDR_HIST_1000456,"1000456",Address 1000456,"16",Province 16,"456",Ward 456,HOME,1,2026-05-13
ADDR_HIST_1000457,"1000457",Address 1000457,"17",Province 17,"457",Ward 457,WORK,1,2026-05-13
ADDR_HIST_1000458,"1000458",Address 1000458,"18",Province 18,"458",Ward 458,HOME,1,2026-05-13
ADDR_HIST_1000459,"1000459",Address 1000459,"19",Province 19,"459",Ward 459,WORK,1,2026-05-13
ADDR_HIST_100046,"100046",Address 100046,"2",Province 2,"46",Ward 46,HOME,1,2026-05-13
ADDR_HIST_1000460,"1000460",Address 1000460,"20",Province 20,"460",Ward 460,HOME,0,2026-05-13
ADDR_HIST_1000461,"1000461",Address 1000461,"21",Province 21,"461",Ward 461,WORK,1,2026-05-13
ADDR_HIST_1000462,"1000462",Address 1000462,"22",Province 22,"462",Ward 462,HOME,1,2026-05-13
ADDR_HIST_1000463,"1000463",Address 1000463,"23",Province 23,"463",Ward 463,WORK,1,2026-05-13
ADDR_HIST_1000464,"1000464",Address 1000464,"24",Province 24,"464",Ward 464,HOME,1,2026-05-13
ADDR_HIST_1000465,"1000465",Address 1000465,"25",Province 25,"465",Ward 465,WORK,0,2026-05-13
ADDR_HIST_1000466,"1000466",Address 1000466,"26",Province 26,"466",Ward 466,HOME,1,2026-05-13
ADDR_HIST_1000467,"1000467",Address 1000467,"27",Province 27,"467",Ward 467,WORK,1,2026-05-13
ADDR_HIST_1000468,"1000468",Address 1000468,"28",Province 28,"468",Ward 468,HOME,1,2026-05-13
ADDR_HIST_1000469,"1000469",Address 1000469,"29",Province 29,"469",Ward 469,WORK,1,2026-05-13
ADDR_HIST_100047,"100047",Address 100047,"3",Province 3,"47",Ward 47,WORK,1,2026-05-13
ADDR_HIST_1000470,"1000470",Address 1000470,"30",Province 30,"470",Ward 470,HOME,0,2026-05-13
ADDR_HIST_1000471,"1000471",Address 1000471,"31",Province 31,"471",Ward 471,WORK,1,2026-05-13
ADDR_HIST_1000472,"1000472",Address 1000472,"32",Province 32,"472",Ward 472,HOME,1,2026-05-13
ADDR_HIST_1000473,"1000473",Address 1000473,"33",Province 33,"473",Ward 473,WORK,1,2026-05-13
ADDR_HIST_1000474,"1000474",Address 1000474,"34",Province 34,"474",Ward 474,HOME,1,2026-05-13
ADDR_HIST_1000475,"1000475",Address 1000475,"35",Province 35,"475",Ward 475,WORK,0,2026-05-13
ADDR_HIST_1000476,"1000476",Address 1000476,"36",Province 36,"476",Ward 476,HOME,1,2026-05-13
ADDR_HIST_1000477,"1000477",Address 1000477,"37",Province 37,"477",Ward 477,WORK,1,2026-05-13
ADDR_HIST_1000478,"1000478",Address 1000478,"38",Province 38,"478",Ward 478,HOME,1,2026-05-13
ADDR_HIST_1000479,"1000479",Address 1000479,"39",Province 39,"479",Ward 479,WORK,1,2026-05-13
ADDR_HIST_100048,"100048",Address 100048,"4",Province 4,"48",Ward 48,HOME,1,2026-05-13
ADDR_HIST_1000480,"1000480",Address 1000480,"40",Province 40,"480",Ward 480,HOME,0,2026-05-13
ADDR_HIST_1000481,"1000481",Address 1000481,"41",Province 41,"481",Ward 481,WORK,1,2026-05-13
ADDR_HIST_1000482,"1000482",Address 1000482,"42",Province 42,"482",Ward 482,HOME,1,2026-05-13
ADDR_HIST_1000483,"1000483",Address 1000483,"43",Province 43,"483",Ward 483,WORK,1,2026-05-13
ADDR_HIST_1000484,"1000484",Address 1000484,"44",Province 44,"484",Ward 484,HOME,1,2026-05-13
ADDR_HIST_1000485,"1000485",Address 1000485,"45",Province 45,"485",Ward 485,WORK,0,2026-05-13
ADDR_HIST_1000486,"1000486",Address 1000486,"46",Province 46,"486",Ward 486,HOME,1,2026-05-13
ADDR_HIST_1000487,"1000487",Address 1000487,"47",Province 47,"487",Ward 487,WORK,1,2026-05-13
ADDR_HIST_1000488,"1000488",Address 1000488,"48",Province 48,"488",Ward 488,HOME,1,2026-05-13
ADDR_HIST_1000489,"1000489",Address 1000489,"49",Province 49,"489",Ward 489,WORK,1,2026-05-13
ADDR_HIST_100049,"100049",Address 100049,"5",Province 5,"49",Ward 49,WORK,1,2026-05-13
ADDR_HIST_1000490,"1000490",Address 1000490,"50",Province 50,"490",Ward 490,HOME,0,2026-05-13
ADDR_HIST_1000491,"1000491",Address 1000491,"51",Province 51,"491",Ward 491,WORK,1,2026-05-13
ADDR_HIST_1000492,"1000492",Address 1000492,"52",Province 52,"492",Ward 492,HOME,1,2026-05-13
ADDR_HIST_1000493,"1000493",Address 1000493,"53",Province 53,"493",Ward 493,WORK,1,2026-05-13
ADDR_HIST_1000494,"1000494",Address 1000494,"54",Province 54,"494",Ward 494,HOME,1,2026-05-13
ADDR_HIST_1000495,"1000495",Address 1000495,"55",Province 55,"495",Ward 495,WORK,0,2026-05-13
ADDR_HIST_1000496,"1000496",Address 1000496,"56",Province 56,"496",Ward 496,HOME,1,2026-05-13
ADDR_HIST_1000497,"1000497",Address 1000497,"57",Province 57,"497",Ward 497,WORK,1,2026-05-13
ADDR_HIST_1000498,"1000498",Address 1000498,"58",Province 58,"498",Ward 498,HOME,1,2026-05-13
ADDR_HIST_1000499,"1000499",Address 1000499,"59",Province 59,"499",Ward 499,WORK,1,2026-05-13
ADDR_HIST_10005,"10005",Address 10005,"51",Province 51,"5",Ward 5,WORK,0,2026-05-13
ADDR_HIST_100050,"100050",Address 100050,"6",Province 6,"50",Ward 50,HOME,0,2026-05-13
ADDR_HIST_1000500,"1000500",Address 1000500,"60",Province 60,"500",Ward 500,HOME,0,2026-05-13
ADDR_HIST_1000501,"1000501",Address 1000501,"61",Province 61,"501",Ward 501,WORK,1,2026-05-13
ADDR_HIST_1000502,"1000502",Address 1000502,"62",Province 62,"502",Ward 502,HOME,1,2026-05-13
ADDR_HIST_1000503,"1000503",Address 1000503,"0",Province 0,"503",Ward 503,WORK,1,2026-05-13
ADDR_HIST_1000504,"1000504",Address 1000504,"1",Province 1,"504",Ward 504,HOME,1,2026-05-13
ADDR_HIST_1000505,"1000505",Address 1000505,"2",Province 2,"505",Ward 505,WORK,0,2026-05-13
ADDR_HIST_1000506,"1000506",Address 1000506,"3",Province 3,"506",Ward 506,HOME,1,2026-05-13
ADDR_HIST_1000507,"1000507",Address 1000507,"4",Province 4,"507",Ward 507,WORK,1,2026-05-13
ADDR_HIST_1000508,"1000508",Address 1000508,"5",Province 5,"508",Ward 508,HOME,1,2026-05-13
ADDR_HIST_1000509,"1000509",Address 1000509,"6",Province 6,"509",Ward 509,WORK,1,2026-05-13
ADDR_HIST_100051,"100051",Address 100051,"7",Province 7,"51",Ward 51,WORK,1,2026-05-13
ADDR_HIST_1000510,"1000510",Address 1000510,"7",Province 7,"510",Ward 510,HOME,0,2026-05-13
ADDR_HIST_1000511,"1000511",Address 1000511,"8",Province 8,"511",Ward 511,WORK,1,2026-05-13
ADDR_HIST_1000512,"1000512",Address 1000512,"9",Province 9,"512",Ward 512,HOME,1,2026-05-13
ADDR_HIST_1000513,"1000513",Address 1000513,"10",Province 10,"513",Ward 513,WORK,1,2026-05-13
ADDR_HIST_1000514,"1000514",Address 1000514,"11",Province 11,"514",Ward 514,HOME,1,2026-05-13
ADDR_HIST_1000515,"1000515",Address 1000515,"12",Province 12,"515",Ward 515,WORK,0,2026-05-13
ADDR_HIST_1000516,"1000516",Address 1000516,"13",Province 13,"516",Ward 516,HOME,1,2026-05-13
ADDR_HIST_1000517,"1000517",Address 1000517,"14",Province 14,"517",Ward 517,WORK,1,2026-05-13
ADDR_HIST_1000518,"1000518",Address 1000518,"15",Province 15,"518",Ward 518,HOME,1,2026-05-13
ADDR_HIST_1000519,"1000519",Address 1000519,"16",Province 16,"519",Ward 519,WORK,1,2026-05-13
ADDR_HIST_100052,"100052",Address 100052,"8",Province 8,"52",Ward 52,HOME,1,2026-05-13
ADDR_HIST_1000520,"1000520",Address 1000520,"17",Province 17,"520",Ward 520,HOME,0,2026-05-13
ADDR_HIST_1000521,"1000521",Address 1000521,"18",Province 18,"521",Ward 521,WORK,1,2026-05-13
ADDR_HIST_1000522,"1000522",Address 1000522,"19",Province 19,"522",Ward 522,HOME,1,2026-05-13
ADDR_HIST_1000523,"1000523",Address 1000523,"20",Province 20,"523",Ward 523,WORK,1,2026-05-13
ADDR_HIST_1000524,"1000524",Address 1000524,"21",Province 21,"524",Ward 524,HOME,1,2026-05-13
ADDR_HIST_1000525,"1000525",Address 1000525,"22",Province 22,"525",Ward 525,WORK,0,2026-05-13
ADDR_HIST_1000526,"1000526",Address 1000526,"23",Province 23,"526",Ward 526,HOME,1,2026-05-13
ADDR_HIST_1000527,"1000527",Address 1000527,"24",Province 24,"527",Ward 527,WORK,1,2026-05-13
ADDR_HIST_1000528,"1000528",Address 1000528,"25",Province 25,"528",Ward 528,HOME,1,2026-05-13
ADDR_HIST_1000529,"1000529",Address 1000529,"26",Province 26,"529",Ward 529,WORK,1,2026-05-13
ADDR_HIST_100053,"100053",Address 100053,"9",Province 9,"53",Ward 53,WORK,1,2026-05-13
ADDR_HIST_1000530,"1000530",Address 1000530,"27",Province 27,"530",Ward 530,HOME,0,2026-05-13
ADDR_HIST_1000531,"1000531",Address 1000531,"28",Province 28,"531",Ward 531,WORK,1,2026-05-13
ADDR_HIST_1000532,"1000532",Address 1000532,"29",Province 29,"532",Ward 532,HOME,1,2026-05-13
ADDR_HIST_1000533,"1000533",Address 1000533,"30",Province 30,"533",Ward 533,WORK,1,2026-05-13
ADDR_HIST_1000534,"1000534",Address 1000534,"31",Province 31,"534",Ward 534,HOME,1,2026-05-13
ADDR_HIST_1000535,"1000535",Address 1000535,"32",Province 32,"535",Ward 535,WORK,0,2026-05-13
ADDR_HIST_1000536,"1000536",Address 1000536,"33",Province 33,"536",Ward 536,HOME,1,2026-05-13
ADDR_HIST_1000537,"1000537",Address 1000537,"34",Province 34,"537",Ward 537,WORK,1,2026-05-13
ADDR_HIST_1000538,"1000538",Address 1000538,"35",Province 35,"538",Ward 538,HOME,1,2026-05-13
ADDR_HIST_1000539,"1000539",Address 1000539,"36",Province 36,"539",Ward 539,WORK,1,2026-05-13
ADDR_HIST_100054,"100054",Address 100054,"10",Province 10,"54",Ward 54,HOME,1,2026-05-13
ADDR_HIST_1000540,"1000540",Address 1000540,"37",Province 37,"540",Ward 540,HOME,0,2026-05-13
ADDR_HIST_1000541,"1000541",Address 1000541,"38",Province 38,"541",Ward 541,WORK,1,2026-05-13
ADDR_HIST_1000542,"1000542",Address 1000542,"39",Province 39,"542",Ward 542,HOME,1,2026-05-13
ADDR_HIST_1000543,"1000543",Address 1000543,"40",Province 40,"543",Ward 543,WORK,1,2026-05-13
ADDR_HIST_1000544,"1000544",Address 1000544,"41",Province 41,"544",Ward 544,HOME,1,2026-05-13
ADDR_HIST_1000545,"1000545",Address 1000545,"42",Province 42,"545",Ward 545,WORK,0,2026-05-13
ADDR_HIST_1000546,"1000546",Address 1000546,"43",Province 43,"546",Ward 546,HOME,1,2026-05-13
ADDR_HIST_1000547,"1000547",Address 1000547,"44",Province 44,"547",Ward 547,WORK,1,2026-05-13
ADDR_HIST_1000548,"1000548",Address 1000548,"45",Province 45,"548",Ward 548,HOME,1,2026-05-13
ADDR_HIST_1000549,"1000549",Address 1000549,"46",Province 46,"549",Ward 549,WORK,1,2026-05-13
ADDR_HIST_100055,"100055",Address 100055,"11",Province 11,"55",Ward 55,WORK,0,2026-05-13
ADDR_HIST_1000550,"1000550",Address 1000550,"47",Province 47,"550",Ward 550,HOME,0,2026-05-13
ADDR_HIST_1000551,"1000551",Address 1000551,"48",Province 48,"551",Ward 551,WORK,1,2026-05-13
ADDR_HIST_1000552,"1000552",Address 1000552,"49",Province 49,"552",Ward 552,HOME,1,2026-05-13
ADDR_HIST_1000553,"1000553",Address 1000553,"50",Province 50,"553",Ward 553,WORK,1,2026-05-13
ADDR_HIST_1000554,"1000554",Address 1000554,"51",Province 51,"554",Ward 554,HOME,1,2026-05-13
ADDR_HIST_1000555,"1000555",Address 1000555,"52",Province 52,"555",Ward 555,WORK,0,2026-05-13
ADDR_HIST_1000556,"1000556",Address 1000556,"53",Province 53,"556",Ward 556,HOME,1,2026-05-13
ADDR_HIST_1000557,"1000557",Address 1000557,"54",Province 54,"557",Ward 557,WORK,1,2026-05-13
ADDR_HIST_1000558,"1000558",Address 1000558,"55",Province 55,"558",Ward 558,HOME,1,2026-05-13
ADDR_HIST_1000559,"1000559",Address 1000559,"56",Province 56,"559",Ward 559,WORK,1,2026-05-13
ADDR_HIST_100056,"100056",Address 100056,"12",Province 12,"56",Ward 56,HOME,1,2026-05-13
ADDR_HIST_1000560,"1000560",Address 1000560,"57",Province 57,"560",Ward 560,HOME,0,2026-05-13
ADDR_HIST_1000561,"1000561",Address 1000561,"58",Province 58,"561",Ward 561,WORK,1,2026-05-13
ADDR_HIST_1000562,"1000562",Address 1000562,"59",Province 59,"562",Ward 562,HOME,1,2026-05-13
ADDR_HIST_1000563,"1000563",Address 1000563,"60",Province 60,"563",Ward 563,WORK,1,2026-05-13
ADDR_HIST_1000564,"1000564",Address 1000564,"61",Province 61,"564",Ward 564,HOME,1,2026-05-13
ADDR_HIST_1000565,"1000565",Address 1000565,"62",Province 62,"565",Ward 565,WORK,0,2026-05-13
ADDR_HIST_1000566,"1000566",Address 1000566,"0",Province 0,"566",Ward 566,HOME,1,2026-05-13
ADDR_HIST_1000567,"1000567",Address 1000567,"1",Province 1,"567",Ward 567,WORK,1,2026-05-13
ADDR_HIST_1000568,"1000568",Address 1000568,"2",Province 2,"568",Ward 568,HOME,1,2026-05-13
ADDR_HIST_1000569,"1000569",Address 1000569,"3",Province 3,"569",Ward 569,WORK,1,2026-05-13
ADDR_HIST_100057,"100057",Address 100057,"13",Province 13,"57",Ward 57,WORK,1,2026-05-13
ADDR_HIST_1000570,"1000570",Address 1000570,"4",Province 4,"570",Ward 570,HOME,0,2026-05-13
ADDR_HIST_1000571,"1000571",Address 1000571,"5",Province 5,"571",Ward 571,WORK,1,2026-05-13
ADDR_HIST_1000572,"1000572",Address 1000572,"6",Province 6,"572",Ward 572,HOME,1,2026-05-13
ADDR_HIST_1000573,"1000573",Address 1000573,"7",Province 7,"573",Ward 573,WORK,1,2026-05-13
ADDR_HIST_1000574,"1000574",Address 1000574,"8",Province 8,"574",Ward 574,HOME,1,2026-05-13
ADDR_HIST_1000575,"1000575",Address 1000575,"9",Province 9,"575",Ward 575,WORK,0,2026-05-13
ADDR_HIST_1000576,"1000576",Address 1000576,"10",Province 10,"576",Ward 576,HOME,1,2026-05-13
ADDR_HIST_1000577,"1000577",Address 1000577,"11",Province 11,"577",Ward 577,WORK,1,2026-05-13
ADDR_HIST_1000578,"1000578",Address 1000578,"12",Province 12,"578",Ward 578,HOME,1,2026-05-13
ADDR_HIST_1000579,"1000579",Address 1000579,"13",Province 13,"579",Ward 579,WORK,1,2026-05-13
ADDR_HIST_100058,"100058",Address 100058,"14",Province 14,"58",Ward 58,HOME,1,2026-05-13
ADDR_HIST_1000580,"1000580",Address 1000580,"14",Province 14,"580",Ward 580,HOME,0,2026-05-13
ADDR_HIST_1000581,"1000581",Address 1000581,"15",Province 15,"581",Ward 581,WORK,1,2026-05-13
ADDR_HIST_1000582,"1000582",Address 1000582,"16",Province 16,"582",Ward 582,HOME,1,2026-05-13
ADDR_HIST_1000583,"1000583",Address 1000583,"17",Province 17,"583",Ward 583,WORK,1,2026-05-13
ADDR_HIST_1000584,"1000584",Address 1000584,"18",Province 18,"584",Ward 584,HOME,1,2026-05-13
ADDR_HIST_1000585,"1000585",Address 1000585,"19",Province 19,"585",Ward 585,WORK,0,2026-05-13
ADDR_HIST_1000586,"1000586",Address 1000586,"20",Province 20,"586",Ward 586,HOME,1,2026-05-13
ADDR_HIST_1000587,"1000587",Address 1000587,"21",Province 21,"587",Ward 587,WORK,1,2026-05-13
ADDR_HIST_1000588,"1000588",Address 1000588,"22",Province 22,"588",Ward 588,HOME,1,2026-05-13
ADDR_HIST_1000589,"1000589",Address 1000589,"23",Province 23,"589",Ward 589,WORK,1,2026-05-13
ADDR_HIST_100059,"100059",Address 100059,"15",Province 15,"59",Ward 59,WORK,1,2026-05-13
ADDR_HIST_1000590,"1000590",Address 1000590,"24",Province 24,"590",Ward 590,HOME,0,2026-05-13
ADDR_HIST_1000591,"1000591",Address 1000591,"25",Province 25,"591",Ward 591,WORK,1,2026-05-13
ADDR_HIST_1000592,"1000592",Address 1000592,"26",Province 26,"592",Ward 592,HOME,1,2026-05-13
ADDR_HIST_1000593,"1000593",Address 1000593,"27",Province 27,"593",Ward 593,WORK,1,2026-05-13
ADDR_HIST_1000594,"1000594",Address 1000594,"28",Province 28,"594",Ward 594,HOME,1,2026-05-13
ADDR_HIST_1000595,"1000595",Address 1000595,"29",Province 29,"595",Ward 595,WORK,0,2026-05-13
ADDR_HIST_1000596,"1000596",Address 1000596,"30",Province 30,"596",Ward 596,HOME,1,2026-05-13
ADDR_HIST_1000597,"1000597",Address 1000597,"31",Province 31,"597",Ward 597,WORK,1,2026-05-13
ADDR_HIST_1000598,"1000598",Address 1000598,"32",Province 32,"598",Ward 598,HOME,1,2026-05-13
ADDR_HIST_1000599,"1000599",Address 1000599,"33",Province 33,"599",Ward 599,WORK,1,2026-05-13
ADDR_HIST_10006,"10006",Address 10006,"52",Province 52,"6",Ward 6,HOME,1,2026-05-13
ADDR_HIST_100060,"100060",Address 100060,"16",Province 16,"60",Ward 60,HOME,0,2026-05-13
ADDR_HIST_1000600,"1000600",Address 1000600,"34",Province 34,"600",Ward 600,HOME,0,2026-05-13
ADDR_HIST_1000601,"1000601",Address 1000601,"35",Province 35,"601",Ward 601,WORK,1,2026-05-13
ADDR_HIST_1000602,"1000602",Address 1000602,"36",Province 36,"602",Ward 602,HOME,1,2026-05-13
ADDR_HIST_1000603,"1000603",Address 1000603,"37",Province 37,"603",Ward 603,WORK,1,2026-05-13
ADDR_HIST_1000604,"1000604",Address 1000604,"38",Province 38,"604",Ward 604,HOME,1,2026-05-13
ADDR_HIST_1000605,"1000605",Address 1000605,"39",Province 39,"605",Ward 605,WORK,0,2026-05-13
ADDR_HIST_1000606,"1000606",Address 1000606,"40",Province 40,"606",Ward 606,HOME,1,2026-05-13
ADDR_HIST_1000607,"1000607",Address 1000607,"41",Province 41,"607",Ward 607,WORK,1,2026-05-13
ADDR_HIST_1000608,"1000608",Address 1000608,"42",Province 42,"608",Ward 608,HOME,1,2026-05-13
ADDR_HIST_1000609,"1000609",Address 1000609,"43",Province 43,"609",Ward 609,WORK,1,2026-05-13
ADDR_HIST_100061,"100061",Address 100061,"17",Province 17,"61",Ward 61,WORK,1,2026-05-13
ADDR_HIST_1000610,"1000610",Address 1000610,"44",Province 44,"610",Ward 610,HOME,0,2026-05-13
ADDR_HIST_1000611,"1000611",Address 1000611,"45",Province 45,"611",Ward 611,WORK,1,2026-05-13
ADDR_HIST_1000612,"1000612",Address 1000612,"46",Province 46,"612",Ward 612,HOME,1,2026-05-13
ADDR_HIST_1000613,"1000613",Address 1000613,"47",Province 47,"613",Ward 613,WORK,1,2026-05-13
ADDR_HIST_1000614,"1000614",Address 1000614,"48",Province 48,"614",Ward 614,HOME,1,2026-05-13
ADDR_HIST_1000615,"1000615",Address 1000615,"49",Province 49,"615",Ward 615,WORK,0,2026-05-13
ADDR_HIST_1000616,"1000616",Address 1000616,"50",Province 50,"616",Ward 616,HOME,1,2026-05-13
ADDR_HIST_1000617,"1000617",Address 1000617,"51",Province 51,"617",Ward 617,WORK,1,2026-05-13
ADDR_HIST_1000618,"1000618",Address 1000618,"52",Province 52,"618",Ward 618,HOME,1,2026-05-13
ADDR_HIST_1000619,"1000619",Address 1000619,"53",Province 53,"619",Ward 619,WORK,1,2026-05-13
ADDR_HIST_100062,"100062",Address 100062,"18",Province 18,"62",Ward 62,HOME,1,2026-05-13
ADDR_HIST_1000620,"1000620",Address 1000620,"54",Province 54,"620",Ward 620,HOME,0,2026-05-13
ADDR_HIST_1000621,"1000621",Address 1000621,"55",Province 55,"621",Ward 621,WORK,1,2026-05-13
ADDR_HIST_1000622,"1000622",Address 1000622,"56",Province 56,"622",Ward 622,HOME,1,2026-05-13
ADDR_HIST_1000623,"1000623",Address 1000623,"57",Province 57,"623",Ward 623,WORK,1,2026-05-13
ADDR_HIST_1000624,"1000624",Address 1000624,"58",Province 58,"624",Ward 624,HOME,1,2026-05-13
ADDR_HIST_1000625,"1000625",Address 1000625,"59",Province 59,"625",Ward 625,WORK,0,2026-05-13
ADDR_HIST_1000626,"1000626",Address 1000626,"60",Province 60,"626",Ward 626,HOME,1,2026-05-13
ADDR_HIST_1000627,"1000627",Address 1000627,"61",Province 61,"627",Ward 627,WORK,1,2026-05-13
ADDR_HIST_1000628,"1000628",Address 1000628,"62",Province 62,"628",Ward 628,HOME,1,2026-05-13
ADDR_HIST_1000629,"1000629",Address 1000629,"0",Province 0,"629",Ward 629,WORK,1,2026-05-13
ADDR_HIST_100063,"100063",Address 100063,"19",Province 19,"63",Ward 63,WORK,1,2026-05-13
ADDR_HIST_1000630,"1000630",Address 1000630,"1",Province 1,"630",Ward 630,HOME,0,2026-05-13
ADDR_HIST_1000631,"1000631",Address 1000631,"2",Province 2,"631",Ward 631,WORK,1,2026-05-13
ADDR_HIST_1000632,"1000632",Address 1000632,"3",Province 3,"632",Ward 632,HOME,1,2026-05-13
ADDR_HIST_1000633,"1000633",Address 1000633,"4",Province 4,"633",Ward 633,WORK,1,2026-05-13
ADDR_HIST_1000634,"1000634",Address 1000634,"5",Province 5,"634",Ward 634,HOME,1,2026-05-13
ADDR_HIST_1000635,"1000635",Address 1000635,"6",Province 6,"635",Ward 635,WORK,0,2026-05-13
ADDR_HIST_1000636,"1000636",Address 1000636,"7",Province 7,"636",Ward 636,HOME,1,2026-05-13
ADDR_HIST_1000637,"1000637",Address 1000637,"8",Province 8,"637",Ward 637,WORK,1,2026-05-13
ADDR_HIST_1000638,"1000638",Address 1000638,"9",Province 9,"638",Ward 638,HOME,1,2026-05-13
ADDR_HIST_1000639,"1000639",Address 1000639,"10",Province 10,"639",Ward 639,WORK,1,2026-05-13
ADDR_HIST_100064,"100064",Address 100064,"20",Province 20,"64",Ward 64,HOME,1,2026-05-13
ADDR_HIST_1000640,"1000640",Address 1000640,"11",Province 11,"640",Ward 640,HOME,0,2026-05-13
ADDR_HIST_1000641,"1000641",Address 1000641,"12",Province 12,"641",Ward 641,WORK,1,2026-05-13
ADDR_HIST_1000642,"1000642",Address 1000642,"13",Province 13,"642",Ward 642,HOME,1,2026-05-13
ADDR_HIST_1000643,"1000643",Address 1000643,"14",Province 14,"643",Ward 643,WORK,1,2026-05-13
ADDR_HIST_1000644,"1000644",Address 1000644,"15",Province 15,"644",Ward 644,HOME,1,2026-05-13
ADDR_HIST_1000645,"1000645",Address 1000645,"16",Province 16,"645",Ward 645,WORK,0,2026-05-13
ADDR_HIST_1000646,"1000646",Address 1000646,"17",Province 17,"646",Ward 646,HOME,1,2026-05-13
ADDR_HIST_1000647,"1000647",Address 1000647,"18",Province 18,"647",Ward 647,WORK,1,2026-05-13
ADDR_HIST_1000648,"1000648",Address 1000648,"19",Province 19,"648",Ward 648,HOME,1,2026-05-13
ADDR_HIST_1000649,"1000649",Address 1000649,"20",Province 20,"649",Ward 649,WORK,1,2026-05-13
ADDR_HIST_100065,"100065",Address 100065,"21",Province 21,"65",Ward 65,WORK,0,2026-05-13
ADDR_HIST_1000650,"1000650",Address 1000650,"21",Province 21,"650",Ward 650,HOME,0,2026-05-13
ADDR_HIST_1000651,"1000651",Address 1000651,"22",Province 22,"651",Ward 651,WORK,1,2026-05-13
ADDR_HIST_1000652,"1000652",Address 1000652,"23",Province 23,"652",Ward 652,HOME,1,2026-05-13
ADDR_HIST_1000653,"1000653",Address 1000653,"24",Province 24,"653",Ward 653,WORK,1,2026-05-13
ADDR_HIST_1000654,"1000654",Address 1000654,"25",Province 25,"654",Ward 654,HOME,1,2026-05-13
ADDR_HIST_1000655,"1000655",Address 1000655,"26",Province 26,"655",Ward 655,WORK,0,2026-05-13
ADDR_HIST_1000656,"1000656",Address 1000656,"27",Province 27,"656",Ward 656,HOME,1,2026-05-13
ADDR_HIST_1000657,"1000657",Address 1000657,"28",Province 28,"657",Ward 657,WORK,1,2026-05-13
ADDR_HIST_1000658,"1000658",Address 1000658,"29",Province 29,"658",Ward 658,HOME,1,2026-05-13
ADDR_HIST_1000659,"1000659",Address 1000659,"30",Province 30,"659",Ward 659,WORK,1,2026-05-13
ADDR_HIST_100066,"100066",Address 100066,"22",Province 22,"66",Ward 66,HOME,1,2026-05-13
ADDR_HIST_1000660,"1000660",Address 1000660,"31",Province 31,"660",Ward 660,HOME,0,2026-05-13
ADDR_HIST_1000661,"1000661",Address 1000661,"32",Province 32,"661",Ward 661,WORK,1,2026-05-13
ADDR_HIST_1000662,"1000662",Address 1000662,"33",Province 33,"662",Ward 662,HOME,1,2026-05-13
ADDR_HIST_1000663,"1000663",Address 1000663,"34",Province 34,"663",Ward 663,WORK,1,2026-05-13
ADDR_HIST_1000664,"1000664",Address 1000664,"35",Province 35,"664",Ward 664,HOME,1,2026-05-13
ADDR_HIST_1000665,"1000665",Address 1000665,"36",Province 36,"665",Ward 665,WORK,0,2026-05-13
ADDR_HIST_1000666,"1000666",Address 1000666,"37",Province 37,"666",Ward 666,HOME,1,2026-05-13
ADDR_HIST_1000667,"1000667",Address 1000667,"38",Province 38,"667",Ward 667,WORK,1,2026-05-13
ADDR_HIST_1000668,"1000668",Address 1000668,"39",Province 39,"668",Ward 668,HOME,1,2026-05-13
ADDR_HIST_1000669,"1000669",Address 1000669,"40",Province 40,"669",Ward 669,WORK,1,2026-05-13
ADDR_HIST_100067,"100067",Address 100067,"23",Province 23,"67",Ward 67,WORK,1,2026-05-13
ADDR_HIST_1000670,"1000670",Address 1000670,"41",Province 41,"670",Ward 670,HOME,0,2026-05-13
ADDR_HIST_1000671,"1000671",Address 1000671,"42",Province 42,"671",Ward 671,WORK,1,2026-05-13
ADDR_HIST_1000672,"1000672",Address 1000672,"43",Province 43,"672",Ward 672,HOME,1,2026-05-13
ADDR_HIST_1000673,"1000673",Address 1000673,"44",Province 44,"673",Ward 673,WORK,1,2026-05-13
ADDR_HIST_1000674,"1000674",Address 1000674,"45",Province 45,"674",Ward 674,HOME,1,2026-05-13
ADDR_HIST_1000675,"1000675",Address 1000675,"46",Province 46,"675",Ward 675,WORK,0,2026-05-13
ADDR_HIST_1000676,"1000676",Address 1000676,"47",Province 47,"676",Ward 676,HOME,1,2026-05-13
ADDR_HIST_1000677,"1000677",Address 1000677,"48",Province 48,"677",Ward 677,WORK,1,2026-05-13
ADDR_HIST_1000678,"1000678",Address 1000678,"49",Province 49,"678",Ward 678,HOME,1,2026-05-13
ADDR_HIST_1000679,"1000679",Address 1000679,"50",Province 50,"679",Ward 679,WORK,1,2026-05-13
ADDR_HIST_100068,"100068",Address 100068,"24",Province 24,"68",Ward 68,HOME,1,2026-05-13
ADDR_HIST_1000680,"1000680",Address 1000680,"51",Province 51,"680",Ward 680,HOME,0,2026-05-13
ADDR_HIST_1000681,"1000681",Address 1000681,"52",Province 52,"681",Ward 681,WORK,1,2026-05-13
ADDR_HIST_1000682,"1000682",Address 1000682,"53",Province 53,"682",Ward 682,HOME,1,2026-05-13
ADDR_HIST_1000683,"1000683",Address 1000683,"54",Province 54,"683",Ward 683,WORK,1,2026-05-13
