"customer_id","group_customer_id","customer_name_encrypted","customer_age","customer_gender","customer_pronoun","customer_province_code","customer_province_name","customer_ward_code","customer_ward_name","customer_address","customer_hometown","customer_career","_record_date"
"1000197","197","731um7GMgiPVnAXI6UnJZXiKmpK3iYTJVif9kPMX2aXervGY38bl3JpivoY=",77,Female,Ms,PROV_9,Province 9,WARD_197,Ward 197,Address 1000197,Hometown 9,Career 17,2026-05-15
"1000198","198",podMK1JjB/f1bsKMiWY2Fs0ueqju/0CDmFKAeF5fRNnXkn7WAdYKtWCvlKE=,78,Male,Mr,PROV_10,Province 10,WARD_198,Ward 198,Address 1000198,Hometown 10,Career 18,2026-05-15
"1000199","199",Aw4sqwgPCzX+LuMR9Z4E3eAfh1SRVIWIXlP0s6fCradX9PjtWcLNfDVwdvQ=,79,Female,Ms,PROV_11,Province 11,WARD_199,Ward 199,Address 1000199,Hometown 11,Career 19,2026-05-15
"10002","2",+IDUBeEVj+C8NL13PGQuigrmOtd4zWKPFJt92VhHPnO7WI6wnC/WIGOG,62,Male,Mr,PROV_48,Province 48,WARD_2,Ward 2,Address 10002,Hometown 48,Career 2,2026-05-15
"100020","20",Mm45ikdjZuYpoyevEGq+4DyYmu/ZoXBx3lIna4IM3pnS9fL2FrnVwYc8ag==,20,Male,Mr,PROV_39,Province 39,WARD_20,Ward 20,Address 100020,Hometown 39,Career 0,2026-05-15
"1000200","200",FFPIexbpF2qj03VJRzeBDdtlHTBhwY4jI0l92rgwxGBeMu4uFXACIcxUWdA=,20,Male,Mr,PROV_12,Province 12,WARD_200,Ward 200,Address 1000200,Hometown 12,Career 0,2026-05-15
"1000201","201",LaNX9WJQ6OvfFXGGhRCHEiTdPtDGgd2DeJKEXBQ2XbRrC0gBkD4V37qsDes=,21,Female,Ms,PROV_13,Province 13,WARD_201,Ward 201,Address 1000201,Hometown 13,Career 1,2026-05-15
"1000202","202",CbnXjtr3FQq3mFOpCDzM5THi2LfWyecjSePJ19mAnZEL07/2OnJrGIio30U=,22,Male,Mr,PROV_14,Province 14,WARD_202,Ward 202,Address 1000202,Hometown 14,Career 2,2026-05-15
"1000203","203",+KjjB9Xq5Eq04OEFPGhTsB6U1CeLwDLAUAvW7OPSEZuvpgiTdALMCwgPMkA=,23,Female,Ms,PROV_15,Province 15,WARD_203,Ward 203,Address 1000203,Hometown 15,Career 3,2026-05-15
"1000204","204",h6mVB5F7S2f8d/kFiziF/l679InUBHWB/RWXfeSOf2ZCVs8SWyeMu5QXy0c=,24,Male,Mr,PROV_16,Province 16,WARD_204,Ward 204,Address 1000204,Hometown 16,Career 4,2026-05-15
"1000205","205",YCGhkMSluYB7tNzfIorxWAFsVWep8p+AqqAqsA97Gk/jRHUflhPmnyWgfk8=,25,Female,Ms,PROV_17,Province 17,WARD_205,Ward 205,Address 1000205,Hometown 17,Career 5,2026-05-15
"1000206","206","7UHIjV3n5jMJ7875uTPWREvsdPukKPT1FVsh8h2d4LvnwXqqrqBu00enBww=",26,Male,Mr,PROV_18,Province 18,WARD_206,Ward 206,Address 1000206,Hometown 18,Career 6,2026-05-15
"1000207","207",Qiv5F0TcCwKXIcI9KOsvEd85N0t+niOSLEV+gyuXpC8Qxa7uNNwIGNh1uSs=,27,Female,Ms,PROV_19,Province 19,WARD_207,Ward 207,Address 1000207,Hometown 19,Career 7,2026-05-15
"1000208","208","7vZK//vvFxIVZujzem5UibFW9k/lwN4zJJR2c/uDgDjRxIFSfDNT9GyXlfk=",28,Male,Mr,PROV_20,Province 20,WARD_208,Ward 208,Address 1000208,Hometown 20,Career 8,2026-05-15
"1000209","209",RN24xFn6s5bDwN4JDFlIHhJ9hvD9OgGmVB9iJBh9uYsxApcpygoD3g52apM=,29,Female,Ms,PROV_21,Province 21,WARD_209,Ward 209,Address 1000209,Hometown 21,Career 9,2026-05-15
"100021","21",WQjMY5+eGHYCYwNXeDZ/xBkmCUX/GHrJ4BU1GE7kJ4wg7tdHa6FcL6tk8g==,21,Female,Ms,PROV_40,Province 40,WARD_21,Ward 21,Address 100021,Hometown 40,Career 1,2026-05-15
"1000210","210",X+wWJLl3SPGdWtYptZDU+nVM6i5yACf5Djl6Up/RuJSMqy6PLdL4tx+NUrM=,30,Male,Mr,PROV_22,Province 22,WARD_210,Ward 210,Address 1000210,Hometown 22,Career 10,2026-05-15
"1000211","211",rDAweFu2Bqln+aB/10xWeJM4zJKHakPzC6/8kuqwIsz/5QYce2SxsdByJHU=,31,Female,Ms,PROV_23,Province 23,WARD_211,Ward 211,Address 1000211,Hometown 23,Career 11,2026-05-15
"1000212","212",JnwYcPlYD1RQZ4s1MbJf/E3S0eaBN/IALs3ww0EgcRO79vgzlgSUUfGKTOQ=,32,Male,Mr,PROV_24,Province 24,WARD_212,Ward 212,Address 1000212,Hometown 24,Career 12,2026-05-15
"1000213","213","439iRA5jZiEv95bMw42gLgPMI2b9Uv7h2NadAEufrYHolH+KVxOJFLkEKbA=",33,Female,Ms,PROV_25,Province 25,WARD_213,Ward 213,Address 1000213,Hometown 25,Career 13,2026-05-15
"1000214","214",UY6yCm6cRo3LqosjCHhrrofU7NjvDKq+H2rRTFPNZNYiLyi2aQFz+/nCiVg=,34,Male,Mr,PROV_26,Province 26,WARD_214,Ward 214,Address 1000214,Hometown 26,Career 14,2026-05-15
"1000215","215","1LA+zUddqeSO49y1oF6cFjDdWvNPWz8f7gPwDdywfUQgOdRmIPXsopMnHWM=",35,Female,Ms,PROV_27,Province 27,WARD_215,Ward 215,Address 1000215,Hometown 27,Career 15,2026-05-15
"1000216","216",jtYlJyaQr/7wUubJcaCXpuigmX6/A06f1O2jstISI78ZEaXbWb/9l5N9VTI=,36,Male,Mr,PROV_28,Province 28,WARD_216,Ward 216,Address 1000216,Hometown 28,Career 16,2026-05-15
"1000217","217",B0NiY5BxwNch+JuIaMZ0NPH1bepg6kSF28oCQZmZuWUgvAy/B06A0QghFQk=,37,Female,Ms,PROV_29,Province 29,WARD_217,Ward 217,Address 1000217,Hometown 29,Career 17,2026-05-15
"1000218","218",C90qDQn5sNjeMa8hrlshP1Kd9z3t5TVD1ipt/ZiufghLHJJgwALpVk8F2UQ=,38,Male,Mr,PROV_30,Province 30,WARD_218,Ward 218,Address 1000218,Hometown 30,Career 18,2026-05-15
"1000219","219",yr4jobJWlZvmgWR9OinoBMxU0nDmdACCpLjLow9PEJmjXS4cVXnGmse03C4=,39,Female,Ms,PROV_31,Province 31,WARD_219,Ward 219,Address 1000219,Hometown 31,Career 19,2026-05-15
"100022","22",huhbd7WR4mytaad0rwbh3s+c+rsbnGfai5lqk8ejG6jAakF9wUy1ZRBHuQ==,22,Male,Mr,PROV_41,Province 41,WARD_22,Ward 22,Address 100022,Hometown 41,Career 2,2026-05-15
"1000220","220",h/HgW957HMOA2SJ9bx9+kVIy5rVqab04gsq+E0Fqr3YRhCmdP42oaYGodAU=,40,Male,Mr,PROV_32,Province 32,WARD_220,Ward 220,Address 1000220,Hometown 32,Career 0,2026-05-15
"1000221","221",Q0a3WTWyE9RR9th6B9000zGsdfdhK1cOoRI2IjrPT2bwXX2r7Txh3USG6vY=,41,Female,Ms,PROV_33,Province 33,WARD_221,Ward 221,Address 1000221,Hometown 33,Career 1,2026-05-15
"1000222","222",+3Q+62kx0UasYUzPM6dMHaLcBQY+BWxTtXS3aryQBTkXpDz7bysnbQgfmQ4=,42,Male,Mr,PROV_34,Province 34,WARD_222,Ward 222,Address 1000222,Hometown 34,Career 2,2026-05-15
"1000223","223",qZARc4jEE6MTuoGYHYIa80fZmauiy3iZIntIGCjZLvjfEggFqF8nwbCMICs=,43,Female,Ms,PROV_35,Province 35,WARD_223,Ward 223,Address 1000223,Hometown 35,Career 3,2026-05-15
"1000224","224",mQFrX1PFLs6PsZehtE+/uANWrPqW2FyIGY+6BxQQGPdikoPraiClC+eyLNI=,44,Male,Mr,PROV_36,Province 36,WARD_224,Ward 224,Address 1000224,Hometown 36,Career 4,2026-05-15
"1000225","225","7jt7QYsiIbA/jmL8W8fBfOVpQ7DbTz+Vt1awdy8+Lcb22mI5zk5emezavEA=",45,Female,Ms,PROV_37,Province 37,WARD_225,Ward 225,Address 1000225,Hometown 37,Career 5,2026-05-15
"1000226","226",z8unuwJNgUJIFHwxZHUFlNx+z3T0vVNOi8HhgD6BqHdFnhriJN9rRc5f/+Q=,46,Male,Mr,PROV_38,Province 38,WARD_226,Ward 226,Address 1000226,Hometown 38,Career 6,2026-05-15
"1000227","227",w0W+qnJ+qd8HcqrM6P7vVzJLbPwOMIGZxtnbh1NJbYVFNx7QcrjJmd3y5l8=,47,Female,Ms,PROV_39,Province 39,WARD_227,Ward 227,Address 1000227,Hometown 39,Career 7,2026-05-15
"1000228","228",mnUu7acJMowX3OcvxfPD3LltOQxXtlz7fnJk46zgQHwk3s4RAmfeaXdytkk=,48,Male,Mr,PROV_40,Province 40,WARD_228,Ward 228,Address 1000228,Hometown 40,Career 8,2026-05-15
"1000229","229",hJLZFNFVZrKppQAxWZ8tWNuyCveewn2ubhYuRVH3WrO/UDx3/pk/CxMn9ik=,49,Female,Ms,PROV_41,Province 41,WARD_229,Ward 229,Address 1000229,Hometown 41,Career 9,2026-05-15
"100023","23",lrH3SwIn/iN6ECoLliiyydI3/nr73e2DM0u3qIK3vgZQ20r3WMFWkrpNgA==,23,Female,Ms,PROV_42,Province 42,WARD_23,Ward 23,Address 100023,Hometown 42,Career 3,2026-05-15
"1000230","230",uLya4KFdd3WyXTpRpFtc7OFz1wymQ2OxpRWurrR2b/K/ajm+JKvqIXin6xY=,50,Male,Mr,PROV_42,Province 42,WARD_230,Ward 230,Address 1000230,Hometown 42,Career 10,2026-05-15
"1000231","231",QdJQVZG2IpqsSMQhExjdZ9cJyqYuyI20p0weqINtZ38NZOYdEZ7MFMXiJvI=,51,Female,Ms,PROV_43,Province 43,WARD_231,Ward 231,Address 1000231,Hometown 43,Career 11,2026-05-15
"1000232","232","7/9CnXmpsvVWLszpolFKNw3ETW18eE3gdDUmGriyHUhJbRPJZfoSPgFfeCA=",52,Male,Mr,PROV_44,Province 44,WARD_232,Ward 232,Address 1000232,Hometown 44,Career 12,2026-05-15
"1000233","233","7aQTMcZViUt8QoEtiOHXXJno9+W5Q8Ulh3VFFoJmr6vNhoPzt02JOXrI1g8=",53,Female,Ms,PROV_45,Province 45,WARD_233,Ward 233,Address 1000233,Hometown 45,Career 13,2026-05-15
"1000234","234",uI+WK2sNBAGv80OAUjmbv2NccX3Tz+MffNHy0+VndMujGErQ2WxLgRpa/xM=,54,Male,Mr,PROV_46,Province 46,WARD_234,Ward 234,Address 1000234,Hometown 46,Career 14,2026-05-15
"1000235","235",tdXlc8fWRJ3kcvHXfSj6ovCkJMSM4OSC7AsLcJjpPPxht226F15WGTGkQP0=,55,Female,Ms,PROV_47,Province 47,WARD_235,Ward 235,Address 1000235,Hometown 47,Career 15,2026-05-15
"1000236","236",g705ozVlXHHdKzd3TuH7e0A149lTf18AZXJqclzxBSVAM2Mw1qBqD/Pttj4=,56,Male,Mr,PROV_48,Province 48,WARD_236,Ward 236,Address 1000236,Hometown 48,Career 16,2026-05-15
"1000237","237",uXsuOfQmkSXr7xiBXdhpvvlzFhLZqsg4I72RP/zS9LSbK1mefDJGo7wRKTM=,57,Female,Ms,PROV_49,Province 49,WARD_237,Ward 237,Address 1000237,Hometown 49,Career 17,2026-05-15
"1000238","238",pg1vCRlIFaqiIG/8MidCi29Xsd4upSaKiXp3k4pNnu9m6mGKR6ZywxNeEBA=,58,Male,Mr,PROV_50,Province 50,WARD_238,Ward 238,Address 1000238,Hometown 50,Career 18,2026-05-15
"1000239","239",frtfz/JXRJMd3KCI8LaVm3hZwnuzUPO4R+jm+tJ5PRc+zrsxwrC71i2GCoA=,59,Female,Ms,PROV_51,Province 51,WARD_239,Ward 239,Address 1000239,Hometown 51,Career 19,2026-05-15
"100024","24",tKXSEw1gSA292Pzuu3CI3hcC1I/wubDkUSz4LchxbNCPVqjLgkVLOk+UeQ==,24,Male,Mr,PROV_43,Province 43,WARD_24,Ward 24,Address 100024,Hometown 43,Career 4,2026-05-15
"1000240","240",MXeiqmI5RDIR+cSHIfuQDk9BzbGAnVFD54FZYzT54SwDxmzqdTXaofVotRo=,60,Male,Mr,PROV_52,Province 52,WARD_240,Ward 240,Address 1000240,Hometown 52,Career 0,2026-05-15
"1000241","241",YZpJd0mSP5CaMVlE9aQYV6kdvnzZjG7oAiF1+j2dScOPna4ORYUCn45Es44=,61,Female,Ms,PROV_53,Province 53,WARD_241,Ward 241,Address 1000241,Hometown 53,Career 1,2026-05-15
"1000242","242",sJgNuAL89jAC/tH8EW4dJUGkXUQ2cYZWyXCYAhDwPk0I/jWgo9wFGxh48EA=,62,Male,Mr,PROV_54,Province 54,WARD_242,Ward 242,Address 1000242,Hometown 54,Career 2,2026-05-15
"1000243","243","9iRZNXygBvnmUOd8dKHqi4CIxfDjeUcqlXvDR45MTLmJTnZvvXeVM3klvag=",63,Female,Ms,PROV_55,Province 55,WARD_243,Ward 243,Address 1000243,Hometown 55,Career 3,2026-05-15
"1000244","244",AfaxCtT6llb1pTL3kW3OzehRLlOc+UeOkivF4PIUM7mt/IkDVoPXTNIHssI=,64,Male,Mr,PROV_56,Province 56,WARD_244,Ward 244,Address 1000244,Hometown 56,Career 4,2026-05-15
"1000245","245",qkfzXtwkHgOsyJSUY9lwQNXrwHVxN9Lfjg8f4NxFMGVPavlGWnfVqeM+Hmk=,65,Female,Ms,PROV_57,Province 57,WARD_245,Ward 245,Address 1000245,Hometown 57,Career 5,2026-05-15
"1000246","246",zHl3ML0M0VAlc4Gfn1T5tnmnrARAHRaKNYUY0RojTgvYjBHdUlPPHYxn0nY=,66,Male,Mr,PROV_58,Province 58,WARD_246,Ward 246,Address 1000246,Hometown 58,Career 6,2026-05-15
"1000247","247",N6gdXfnHN8tGkzpLUZlUw2V7A7LQEGxiAgOdcBEI2LgmqmU6PgutZoEWemk=,67,Female,Ms,PROV_59,Province 59,WARD_247,Ward 247,Address 1000247,Hometown 59,Career 7,2026-05-15
"1000248","248",MsWJANEyM6foQdhpsjW9qSMYVdjrK4mTy1QZ7HjtH2M/G/AnvlWtCklc0Jk=,68,Male,Mr,PROV_60,Province 60,WARD_248,Ward 248,Address 1000248,Hometown 60,Career 8,2026-05-15
"1000249","249",umIwwl0mnE6RAZ/guM6s/52n3o+/D4T1ZgCi5DVrARs99ixsel3SNKKvDRo=,69,Female,Ms,PROV_61,Province 61,WARD_249,Ward 249,Address 1000249,Hometown 61,Career 9,2026-05-15
"100025","25",V4rEmiePEYb3RD0+EJAnV6kHvOpskLoYNWXnQvTPAleFGouo1olqhJJHWQ==,25,Female,Ms,PROV_44,Province 44,WARD_25,Ward 25,Address 100025,Hometown 44,Career 5,2026-05-15
"1000250","250",SVIhlhveIX+5QLV53nsJd1voDTIUxy4bhK+XZrBIijM+koiCQL1QcE7RGnE=,70,Male,Mr,PROV_62,Province 62,WARD_250,Ward 250,Address 1000250,Hometown 62,Career 10,2026-05-15
"1000251","251",Wq7CAd4NZ7xlwslyOe25qgxGRHW3FNrDnGeH9MeHYSf907RaSyVqqWkd89E=,71,Female,Ms,PROV_0,Province 0,WARD_251,Ward 251,Address 1000251,Hometown 0,Career 11,2026-05-15
"1000252","252",m2HaoObGrjUf5uoERh6qYoXfjACuqoXQ77FTvaerA+AFO+bd3e7G40J/VTM=,72,Male,Mr,PROV_1,Province 1,WARD_252,Ward 252,Address 1000252,Hometown 1,Career 12,2026-05-15
"1000253","253",MLUIeuNumIRhHYAph8douMfdN40q9V+WmfmJrLjarrDB2juhWR5H8W+rHUo=,73,Female,Ms,PROV_2,Province 2,WARD_253,Ward 253,Address 1000253,Hometown 2,Career 13,2026-05-15
"1000254","254",cb46p2CZ/Hzp6H3kWf3FIISvaQ6P47w+5LaI6a1CQ4OtOKTz+coebMTg6Sw=,74,Male,Mr,PROV_3,Province 3,WARD_254,Ward 254,Address 1000254,Hometown 3,Career 14,2026-05-15
"1000255","255",yqTtaszXSmgkAT1Rd5KTCtlU3XxHvgwv07MSIjqRLStNz7R/vBacQkV9XOA=,75,Female,Ms,PROV_4,Province 4,WARD_255,Ward 255,Address 1000255,Hometown 4,Career 15,2026-05-15
"1000256","256",K9OUcV/CMHUrmo88MkiT57kc+YTntnpqtr3iTb7plhtIr3N7NHL/qKVJa2I=,76,Male,Mr,PROV_5,Province 5,WARD_256,Ward 256,Address 1000256,Hometown 5,Career 16,2026-05-15
"1000257","257",teJEDu+SeJI2P8luXu1HwI3pgv5qcjeDkAtinxicLFKAordUcBCA1oHaYRs=,77,Female,Ms,PROV_6,Province 6,WARD_257,Ward 257,Address 1000257,Hometown 6,Career 17,2026-05-15
"1000258","258",gRRw7GUWWZzutiyGyePXmHcqVW8+9bNWK7bnxQEstqF97mO+rrE3LkIZ+Wc=,78,Male,Mr,PROV_7,Province 7,WARD_258,Ward 258,Address 1000258,Hometown 7,Career 18,2026-05-15
"1000259","259",bwZKxyymlUpj7vH1RJYgi9e5/0fez63e0Cs35qHIt/LigvuA0v2feXJHjb4=,79,Female,Ms,PROV_8,Province 8,WARD_259,Ward 259,Address 1000259,Hometown 8,Career 19,2026-05-15
"100026","26",jtLVvD6NenQXGO+OFYGXHUXnxhqwGN7W3yv/wQ8g6Dq1KMHkVb1rXR8vdA==,26,Male,Mr,PROV_45,Province 45,WARD_26,Ward 26,Address 100026,Hometown 45,Career 6,2026-05-15
"1000260","260","1a/pktC4fe5W9D7ADGztYJWTRz96PkbkpiMODv0e9MzoUmpENdPzS5Rm3H4=",20,Male,Mr,PROV_9,Province 9,WARD_260,Ward 260,Address 1000260,Hometown 9,Career 0,2026-05-15
"1000261","261",EvxR/OYeLrfeknT7/HSSemfjczMGxR9dSfiyvDzqm1IDOtipYrVRv6J3ff4=,21,Female,Ms,PROV_10,Province 10,WARD_261,Ward 261,Address 1000261,Hometown 10,Career 1,2026-05-15
"1000262","262",Y/RxbKf4pQDcdWEc2hNOr3xulePZd2Xr8koHhKCau42FQKkZQQwdKWVmDTI=,22,Male,Mr,PROV_11,Province 11,WARD_262,Ward 262,Address 1000262,Hometown 11,Career 2,2026-05-15
"1000263","263",R4IfKHnnhYNn7A8Wf8XFZ/BSEJ98zqfNhgYHS6UWl/SuAFyweYJZ9+o+GfI=,23,Female,Ms,PROV_12,Province 12,WARD_263,Ward 263,Address 1000263,Hometown 12,Career 3,2026-05-15
"1000264","264",so7HFUt6VAPKGq+e3Silf8LpUjVGZvEoZCllcW1cFBEZA0PxrhDduLzFYrc=,24,Male,Mr,PROV_13,Province 13,WARD_264,Ward 264,Address 1000264,Hometown 13,Career 4,2026-05-15
"1000265","265",uy99H6lweHR6bWvu2+2MB/zi5JeYqT+zn3AVvQEf9tFITl0o7zYjqXONDrc=,25,Female,Ms,PROV_14,Province 14,WARD_265,Ward 265,Address 1000265,Hometown 14,Career 5,2026-05-15
"1000266","266",+k7s1RHbrrnaZ+4Tt2+bI9kGu8HyvtnP09QQeC9WV4JJWRkcT3z44ta52LI=,26,Male,Mr,PROV_15,Province 15,WARD_266,Ward 266,Address 1000266,Hometown 15,Career 6,2026-05-15
"1000267","267",yB8wIipVzifGAwoTM92j2P12xwg+zHMSfOfBnXUDAGl4TgK1d9Sh+QMPZVI=,27,Female,Ms,PROV_16,Province 16,WARD_267,Ward 267,Address 1000267,Hometown 16,Career 7,2026-05-15
"1000268","268","8zbR0ZaSXaD0VaJ/xdQTUFSaer4CWhtZNwJGC0tW4CdX7oOKvFxTe+e3DCw=",28,Male,Mr,PROV_17,Province 17,WARD_268,Ward 268,Address 1000268,Hometown 17,Career 8,2026-05-15
"1000269","269",Xk69Rdk5JrtgAM81M3e1mDEGbFxKvqXQ/j+dDLr9EMhav5/vjPvsdZKyjGo=,29,Female,Ms,PROV_18,Province 18,WARD_269,Ward 269,Address 1000269,Hometown 18,Career 9,2026-05-15
"100027","27",tX3wCeNOIjXCx9Xg00s1EVtUunrPzLrL2CW+ixAmY/bMzqiuzCTm9Kasvg==,27,Female,Ms,PROV_46,Province 46,WARD_27,Ward 27,Address 100027,Hometown 46,Career 7,2026-05-15
"1000270","270",y+iMWRSSuY2FBcrLUr7T+mq5tXPIBj6DnqB/2oaBvC2gxgfwZSPcMb9XNIQ=,30,Male,Mr,PROV_19,Province 19,WARD_270,Ward 270,Address 1000270,Hometown 19,Career 10,2026-05-15
"1000271","271",nbcSAz1aDcene+btvqPBMvoHKURtUbYQuVXT6jeQCU4Q8F4XWyKPSBoq0/I=,31,Female,Ms,PROV_20,Province 20,WARD_271,Ward 271,Address 1000271,Hometown 20,Career 11,2026-05-15
"1000272","272",KyE0PyLk1v79Qc0Ee5jZ4z0HdI0GyNSuwAuK0ocdSWY3Dm5n0ohGpBU2OG4=,32,Male,Mr,PROV_21,Province 21,WARD_272,Ward 272,Address 1000272,Hometown 21,Career 12,2026-05-15
"1000273","273",T7StAhn7fX+KNQSkJNHXA8MCNimvqqFHDG1i6LmUvNz2EDkSfrDlo2wLTuI=,33,Female,Ms,PROV_22,Province 22,WARD_273,Ward 273,Address 1000273,Hometown 22,Career 13,2026-05-15
"1000274","274",YVIT0hJJjM+pZd0X/gdnqoFJtLtt2ni2FtxdJV1TLGI0lzqgeLoZmdgh30I=,34,Male,Mr,PROV_23,Province 23,WARD_274,Ward 274,Address 1000274,Hometown 23,Career 14,2026-05-15
"1000275","275",/u3YL5wQTi9TeF961QQmD2JZqwFP1w+7pdtwbWqm++BNmX5xm3BhBmoAb1g=,35,Female,Ms,PROV_24,Province 24,WARD_275,Ward 275,Address 1000275,Hometown 24,Career 15,2026-05-15
"1000276","276",YIqybYpKv4SWiG47LDYCY0LB7Y/0aBz3dOCp63FfzWKdhXDnXgtxlh2fBjs=,36,Male,Mr,PROV_25,Province 25,WARD_276,Ward 276,Address 1000276,Hometown 25,Career 16,2026-05-15
"1000277","277",CGpkHIRl1+J0WdsC8/eE1pG3aBIvW7+57rdeG1fXmZO4tgY7bN8/6Ob0vn4=,37,Female,Ms,PROV_26,Province 26,WARD_277,Ward 277,Address 1000277,Hometown 26,Career 17,2026-05-15
"1000278","278","4Ak8FQds87RoNFPuuRlHsyBnAEzuYUlN1uYV4d9LxeyqRN43pWhOJrO++Is=",38,Male,Mr,PROV_27,Province 27,WARD_278,Ward 278,Address 1000278,Hometown 27,Career 18,2026-05-15
"1000279","279",Fj7UhB1GY0iXkBtvLAYVVdNu/swsnHlz8u13aJErkHZUSpqJL2cmeTs3BEI=,39,Female,Ms,PROV_28,Province 28,WARD_279,Ward 279,Address 1000279,Hometown 28,Career 19,2026-05-15
"100028","28",MDqTTZMMaGPzH03M7v5GEf14RJ73r8D7mG9W3pySnuHccR7Eeu9kfu87Fg==,28,Male,Mr,PROV_47,Province 47,WARD_28,Ward 28,Address 100028,Hometown 47,Career 8,2026-05-15
"1000280","280",prJvuVtRfcJnfZC4PCpHs+HujeG8OWF0aIfH1FeklXnUatldpXKfnm4hwxI=,40,Male,Mr,PROV_29,Province 29,WARD_280,Ward 280,Address 1000280,Hometown 29,Career 0,2026-05-15
"1000281","281",z9IR9NDdfjr8RyYphKK2jDiywMKEqwjCo4+gggmN2CxAA9nMJTgyXR0n+Ws=,41,Female,Ms,PROV_30,Province 30,WARD_281,Ward 281,Address 1000281,Hometown 30,Career 1,2026-05-15
"1000282","282","4l2dZNGZuxfeNTWXV76zn4lDLua7ivWLk55atblBSo/2U3MQIi/vOg5mz1E=",42,Male,Mr,PROV_31,Province 31,WARD_282,Ward 282,Address 1000282,Hometown 31,Career 2,2026-05-15
"1000283","283","2W02iwp9WzLhT0snXyW3CRPbcHKPzYLHoZT45Z3/BZOkaS/iNwM2d97zqUY=",43,Female,Ms,PROV_32,Province 32,WARD_283,Ward 283,Address 1000283,Hometown 32,Career 3,2026-05-15
"1000284","284",mU34KeljG499FxTJmPjXs2VGCwLPnhuQ+YUV78kwSU2kl+apQ68NbSSxdz4=,44,Male,Mr,PROV_33,Province 33,WARD_284,Ward 284,Address 1000284,Hometown 33,Career 4,2026-05-15
"1000285","285",dwer13hDsrXtLRZypVI1GdvBI6Psyfg5UzAdzPihGACgrfpdrGKUGrT1k4c=,45,Female,Ms,PROV_34,Province 34,WARD_285,Ward 285,Address 1000285,Hometown 34,Career 5,2026-05-15
"1000286","286",Soo9YBD3bEVijgbKkW1qIqCe3HQVd9hXnf6Hh9fZ5qtlX7w6AiH8TWQ5jNI=,46,Male,Mr,PROV_35,Province 35,WARD_286,Ward 286,Address 1000286,Hometown 35,Career 6,2026-05-15
"1000287","287",d5DjXPcTejlgLuhUKknHdmMbvKjDUCAcLlukmSBCApsR/yW181+63S9/KQ4=,47,Female,Ms,PROV_36,Province 36,WARD_287,Ward 287,Address 1000287,Hometown 36,Career 7,2026-05-15
"1000288","288",ZlfQb0d90XCOW4ru4Xo4jtUgCwXaMb5/P1GiJjUx+qdmrZzes4BCT2wFErw=,48,Male,Mr,PROV_37,Province 37,WARD_288,Ward 288,Address 1000288,Hometown 37,Career 8,2026-05-15
"1000289","289",gJ37dvwxpQKClt/n3yd+QCJGkaiS7TJkfRTvHGIzU2fX5PYVhPQlRKiVtyk=,49,Female,Ms,PROV_38,Province 38,WARD_289,Ward 289,Address 1000289,Hometown 38,Career 9,2026-05-15
"100029","29",Tvfp58pwbxTqsFJHtRVuaRb386nTbeiaaFLLxgddsNuPYiKW2gkhYC1dDw==,29,Female,Ms,PROV_48,Province 48,WARD_29,Ward 29,Address 100029,Hometown 48,Career 9,2026-05-15
"1000290","290",Bf8OhYizUP7OvTnG6RHsoovjf99T28/tLNcdqmNwnVf7P89tEGfa/Ix6TfI=,50,Male,Mr,PROV_39,Province 39,WARD_290,Ward 290,Address 1000290,Hometown 39,Career 10,2026-05-15
"1000291","291",jC3HDvQQfQ6bIkirSj3jT5QuY2rqNK7JvkuoKw7CW4xLYGivS+BJNHCEM7k=,51,Female,Ms,PROV_40,Province 40,WARD_291,Ward 291,Address 1000291,Hometown 40,Career 11,2026-05-15
"1000292","292",e/W3QHthoQFYlWP7q+lKFgqpCJ18VamI7d9ODK1Txk071uHN8GJzUf8S548=,52,Male,Mr,PROV_41,Province 41,WARD_292,Ward 292,Address 1000292,Hometown 41,Career 12,2026-05-15
"1000293","293",r3XKG2f8KfwSHIxEAagBg3UgxHm37u0WifaRYXHSe+AostunQy1RY4UWezY=,53,Female,Ms,PROV_42,Province 42,WARD_293,Ward 293,Address 1000293,Hometown 42,Career 13,2026-05-15
"1000294","294",LFRNJvJTPIx+TcJ2LefP7kblGR3YXov5b+/D4+sSlEwPo15Bttjaox3cFEg=,54,Male,Mr,PROV_43,Province 43,WARD_294,Ward 294,Address 1000294,Hometown 43,Career 14,2026-05-15
"1000295","295",tPtfZ2Q6LKqpcE/dEVc2yChg50TKqestm+ye6qHTX03w/+b91A4QpZbcqmw=,55,Female,Ms,PROV_44,Province 44,WARD_295,Ward 295,Address 1000295,Hometown 44,Career 15,2026-05-15
"1000296","296",R/fNF2ZiSof9hv9WrhjuxpPZuuiNS1N5H2oc0vLwOofSthxMBREaiU//tpE=,56,Male,Mr,PROV_45,Province 45,WARD_296,Ward 296,Address 1000296,Hometown 45,Career 16,2026-05-15
"1000297","297",qAUojLtsJAVPQRg1IgW16f+MwXVAuUSgh0lKKnOPR0v53Xby2TCHMZnOMlM=,57,Female,Ms,PROV_46,Province 46,WARD_297,Ward 297,Address 1000297,Hometown 46,Career 17,2026-05-15
"1000298","298","3QYcEq9+S7S4/hbg1xsJ+yAFWzkhl0MRo4lScNOUUWBFZWtJVTNuNx0lJWw=",58,Male,Mr,PROV_47,Province 47,WARD_298,Ward 298,Address 1000298,Hometown 47,Career 18,2026-05-15
